species	family	pmid	compound	compound_id	gene	gene_id	disease	disease_id	np_gene_rel	gene_disease_rel
Piper Nigrum	Piperaceae	29169726	NA	NA	RELA	5970	Uterine Cervical Neoplasms	D002583	NA	Association
Piper Nigrum	Piperaceae	29169726	NA	NA	RELA	5970	Neoplasms	D009369	NA	Association
Piper Nigrum	Piperaceae	32619673	NA	NA	AKT1	24185	Neoplasms	D009369	NA	Association
Piper Nigrum	Piperaceae	41320748	NA	NA	MTOR	56718	Carcinoma, Hepatocellular	D006528	NA	Association
Piper Nigrum	Piperaceae	23939040	piperine	C008922	DCTN6	10671	NA	NA	INDIRECT-UPREGULATOR	NA
Piper Nigrum	Piperaceae	32619673	NA	NA	MMP2	81686	Neoplasms	D009369	NA	Association
Piper Nigrum	Piperaceae	39765134	NA	NA	CASP3	836	Breast Neoplasms	D001943	NA	Association
Piper Nigrum	Piperaceae	23939040	piperine	C008922	CDKN1B	1027	NA	NA	INDIRECT-UPREGULATOR	NA
Piper Nigrum	Piperaceae	27155135	NA	NA	MMP2	81686	Breast Neoplasms	D001943	NA	Association
Piper Nigrum	Piperaceae	36870998	piperidine	C008922	MIR29C	407026	NA	NA	INDIRECT-DOWNREGULATOR	NA
Piper Nigrum	Piperaceae	33902130	piperine	C008922	PPBP	246358	NA	NA	INDIRECT-DOWNREGULATOR	NA
Piper Nigrum	Piperaceae	21354279	piperine	C008922	MMP9	4318	Neoplasms	D009369	INDIRECT-DOWNREGULATOR	Association
Piper Nigrum	Piperaceae	21354279	NA	NA	MMP9	4318	Neoplasms	D009369	NA	Association
Piper Nigrum	Piperaceae	30952729	piperine	C008922	BCL2	596	NA	NA	INDIRECT-UPREGULATOR	NA
Piper Nigrum	Piperaceae	26627060	piperine	C008922	TNFSF11	8600	Breast Neoplasms	D001943	INDIRECT-DOWNREGULATOR	Association
Piper Nigrum	Piperaceae	27155135	NA	NA	MYC	24577	Breast Neoplasms	D001943	NA	Association
Piper Nigrum	Piperaceae	27155135	NA	NA	MMP9	81687	Breast Neoplasms	D001943	NA	Association
Piper Nigrum	Piperaceae	30952729	piperine	C008922	MAPK1	5594	NA	NA	INDIRECT-UPREGULATOR	NA
Piper Nigrum	Piperaceae	21354279	piperine	C008922	JUN	3725	NA	NA	INDIRECT-DOWNREGULATOR	NA
Piper Nigrum	Piperaceae	21354279	NA	NA	JUN	3725	NA	NA	NA	NA
Piper Nigrum	Piperaceae	21354279	piperine	C008922	JUN	3725	NA	NA	INHIBITOR	NA
Piper Nigrum	Piperaceae	26627060	piperine	C008922	FOS	2353	NA	NA	INDIRECT-DOWNREGULATOR	NA
Piper Nigrum	Piperaceae	26627060	piperine	C008922	CD14	929	Breast Neoplasms	D001943	INDIRECT-DOWNREGULATOR	Association
Piper Nigrum	Piperaceae	30952729	piperine	C008922	CASP9	842	NA	NA	INDIRECT-UPREGULATOR	NA
Piper Nigrum	Piperaceae	39765134	NA	NA	BAX	581	Breast Neoplasms	D001943	NA	Association
Piper Nigrum	Piperaceae	34905918	piperine	C008922	PPARA	19013	Breast Neoplasms	D001943	INDIRECT-DOWNREGULATOR	Association
Piper Nigrum	Piperaceae	27155135	NA	NA	ESR1	24890	Breast Neoplasms	D001943	NA	Association
Piper Nigrum	Piperaceae	21354279	piperine	C008922	MMP14	4323	NA	NA	INDIRECT-DOWNREGULATOR	NA
Piper Nigrum	Piperaceae	21354279	NA	NA	MMP14	4323	NA	NA	NA	NA
Piper Nigrum	Piperaceae	32619673	NA	NA	E2F1	399489	Neoplasms	D009369	NA	Association
Piper Nigrum	Piperaceae	23870999	piperine	C008922	SREBF1	6720	NA	NA	INDIRECT-DOWNREGULATOR	NA
Piper Nigrum	Piperaceae	36190169	NA	NA	MAPK14	1432	Fibrosarcoma	D005354	NA	Association
Piper Nigrum	Piperaceae	36190169	NA	NA	MAPK14	1432	Neoplasm Metastasis	D009362	NA	Association
Piper Nigrum	Piperaceae	36190169	NA	NA	MAPK14	1432	Neoplasms	D009369	NA	Association
Piper Nigrum	Piperaceae	39107323	NA	NA	AKT1	207	Triple Negative Breast Neoplasms	D064726	NA	Association
Piper Nigrum	Piperaceae	39107323	NA	NA	AKT1	207	Neoplasms	D009369	NA	Association
Piper Nigrum	Piperaceae	39765134	NA	NA	CDKN2A	1029	Breast Neoplasms	D001943	NA	Association
Piper Nigrum	Piperaceae	29169726	piperine	C008922	BCL2	596	Neoplasms	D009369	INDIRECT-DOWNREGULATOR	Association
Piper Nigrum	Piperaceae	29169726	piperine	C008922	BCL2	596	Uterine Cervical Neoplasms	D002583	INDIRECT-DOWNREGULATOR	Association
Piper Nigrum	Piperaceae	29169726	NA	NA	BCL2	596	Neoplasms	D009369	NA	Association
Piper Nigrum	Piperaceae	29169726	NA	NA	BCL2	596	Uterine Cervical Neoplasms	D002583	NA	Association
Piper Nigrum	Piperaceae	21354279	piperine	C008922	TIMP2	7077	NA	NA	INDIRECT-DOWNREGULATOR	NA
Piper Nigrum	Piperaceae	21354279	NA	NA	TIMP2	7077	NA	NA	NA	NA
Piper Nigrum	Piperaceae	23870999	piperine	C008922	ERBB2	2064	Breast Neoplasms	D001943	INDIRECT-DOWNREGULATOR	Association
Piper Nigrum	Piperaceae	23870999	piperine	C008922	NFKB1	4790	NA	NA	INDIRECT-DOWNREGULATOR	NA
Piper Nigrum	Piperaceae	23870999	piperine	C008922	FOSB	2354	NA	NA	INDIRECT-DOWNREGULATOR	NA
Piper Nigrum	Piperaceae	32619673	NA	NA	CDH1	83502	Neoplasms	D009369	NA	Association
Piper Nigrum	Piperaceae	27155135	NA	NA	P53-PS	301300	Breast Neoplasms	D001943	NA	Association
Piper Nigrum	Piperaceae	27155135	NA	NA	CDH1	83502	Breast Neoplasms	D001943	NA	Association
Piper Nigrum	Piperaceae	21354279	piperine	C008922	TIMP1	7076	NA	NA	INDIRECT-DOWNREGULATOR	NA
Piper Nigrum	Piperaceae	21354279	NA	NA	TIMP1	7076	NA	NA	NA	NA
Piper Nigrum	Piperaceae	23939040	piperine	C008922	MAP1LC3B	81631	NA	NA	INDIRECT-UPREGULATOR	NA
Piper Nigrum	Piperaceae	41320748	NA	NA	CGM4	24257	Neoplasms	D009369	NA	Association
Piper Nigrum	Piperaceae	21354279	piperine	C008922	PRKCA	5578	Neoplasms	D009369	INHIBITOR	Association
Piper Nigrum	Piperaceae	21354279	NA	NA	PRKCA	5578	Neoplasms	D009369	NA	Association
Piper Nigrum	Piperaceae	39107323	NA	NA	MTOR	2475	Triple Negative Breast Neoplasms	D064726	NA	Association
Piper Nigrum	Piperaceae	39107323	NA	NA	MTOR	2475	Neoplasms	D009369	NA	Association
Piper Nigrum	Piperaceae	23870999	piperine	C008922	MMP9	4318	NA	NA	INDIRECT-DOWNREGULATOR	NA
Piper Nigrum	Piperaceae	41320748	NA	NA	AKT1	24185	Carcinoma, Hepatocellular	D006528	NA	Association
Piper Nigrum	Piperaceae	23870999	piperine	C008922	EGF	1950	NA	NA	INDIRECT-DOWNREGULATOR	NA
Piper Nigrum	Piperaceae	41320748	NA	NA	AFP	24177	Neoplasms	D009369	NA	Association
Piper Nigrum	Piperaceae	39765134	NA	NA	CCND1	595	Breast Neoplasms	D001943	NA	Association
Piper Nigrum	Piperaceae	22388073	piperine	C008922	MMP9	17395	NA	NA	INDIRECT-DOWNREGULATOR	NA
Piper Nigrum	Piperaceae	29717031	piperine	C008922	MAPK8	5599	Ovarian Neoplasms	D010051	ACTIVATOR	Association
Piper Nigrum	Piperaceae	29717031	piperine	C008922	MAPK8	5599	Ovarian Neoplasms	D010051	INHIBITOR	Association
Piper Nigrum	Piperaceae	39765134	NA	NA	CDK4	1019	Breast Neoplasms	D001943	NA	Association
Piper Nigrum	Piperaceae	23939040	piperine	C008922	CCNA2	890	NA	NA	INDIRECT-DOWNREGULATOR	NA
Piper Nigrum	Piperaceae	30952729	piperine	C008922	CASP3	836	Melanoma	D008545	INDIRECT-UPREGULATOR	Association
Piper Nigrum	Piperaceae	36870998	piperidine	C008922	HDAC3	8841	NA	NA	INDIRECT-DOWNREGULATOR	NA
Piper Nigrum	Piperaceae	36870998	piperidine	C008922	HDAC3	8841	NA	NA	DIRECT-REGULATOR	NA
Piper Nigrum	Piperaceae	32619673	NA	NA	MYC	24577	Neoplasms	D009369	NA	Association
Piper Nigrum	Piperaceae	32619673	NA	NA	MMP9	81687	Neoplasms	D009369	NA	Association
Piper Nigrum	Piperaceae	41774315	piperine	C008922	PRKAA1	5562	Breast Neoplasms	D001943	ACTIVATOR	Association
Piper Nigrum	Piperaceae	41774315	NA	NA	PRKAA1	5562	Breast Neoplasms	D001943	NA	Association
Piper Nigrum	Piperaceae	23939040	piperine	C008922	CDKN1A	1026	NA	NA	INDIRECT-UPREGULATOR	NA
Piper Nigrum	Piperaceae	26627060	piperine	C008922	MAPK14	26416	NA	NA	INDIRECT-DOWNREGULATOR	NA
Piper Nigrum	Piperaceae	23870999	piperine	C008922	AKT1	207	NA	NA	INDIRECT-DOWNREGULATOR	NA
Piper Nigrum	Piperaceae	36190169	NA	NA	MAPK1	5594	Fibrosarcoma	D005354	NA	Association
Piper Nigrum	Piperaceae	36190169	NA	NA	MAPK1	5594	Neoplasms	D009369	NA	Association
Piper Nigrum	Piperaceae	36190169	NA	NA	MAPK1	5594	Neoplasm Metastasis	D009362	NA	Association
Piper Nigrum	Piperaceae	22388073	piperine	C008922	MMP13	17386	NA	NA	INDIRECT-DOWNREGULATOR	NA
Piper Nigrum	Piperaceae	39342601	piperine	C008922	BAX	581	NA	NA	INDIRECT-UPREGULATOR	NA
Piper Nigrum	Piperaceae	36190169	NA	NA	MMP2	4313	Neoplasm Metastasis	D009362	NA	Association
Piper Nigrum	Piperaceae	36190169	NA	NA	MMP2	4313	Fibrosarcoma	D005354	NA	Association
Piper Nigrum	Piperaceae	39765134	NA	NA	BAK1	578	Breast Neoplasms	D001943	NA	Association
Piper Nigrum	Piperaceae	32619673	NA	NA	SRC	83805	Neoplasms	D009369	NA	Association
Piper Nigrum	Piperaceae	23870999	piperine	C008922	CASP3	836	NA	NA	ACTIVATOR	NA
Piper Nigrum	Piperaceae	33902130	piperine	C008922	SELL	29259	NA	NA	INDIRECT-DOWNREGULATOR	NA
Piper Ornatum	Piperaceae	40465971	NA	NA	NOS2	4843	Breast Neoplasms	D001943	NA	Association
Piper Ornatum	Piperaceae	40465971	NA	NA	PTGS2	5743	Breast Neoplasms	D001943	NA	Association
Pisum Sativum		29915392	NA	NA	MAPK1	5594	Cholangiocarcinoma	D018281	NA	Association
Pisum Sativum		39482666	NA	NA	PTPN1	5770	Breast Neoplasms	D001943	NA	Association
Pisum Sativum		29915392	NA	NA	FOXO3	2309	Neoplasm Metastasis	D009362	NA	Association
Pisum Sativum		29915392	NA	NA	FOXO3	2309	Cholangiocarcinoma	D018281	NA	Association
Pisum Sativum		39482666	NA	NA	ESR2	2100	Breast Neoplasms	D001943	NA	Association
Pisum Sativum		29915392	NA	NA	MAN1A1	4121	Cholangiocarcinoma	D018281	NA	Association
Pisum Sativum		29915392	NA	NA	MAN1A1	4121	Neoplasm Metastasis	D009362	NA	Association
Pisum Sativum		39482666	NA	NA	ADORA3	140	Breast Neoplasms	D001943	NA	Association
Pisum Sativum		29915392	NA	NA	AKT1	207	Cholangiocarcinoma	D018281	NA	Association
Pisum Sativum		29915392	NA	NA	OGT	8473	Cholangiocarcinoma	D018281	NA	Association
Pisum Sativum		39482666	NA	NA	AKR1B1	231	Breast Neoplasms	D001943	NA	Association
Pithecellobium Dulce	Fabaceae	36219746	NA	NA	CCND1	12443	Neoplasm Metastasis	D009362	NA	Association
Pithecellobium Dulce	Fabaceae	35131361	NA	NA	IL1B	3553	Neoplasms	D009369	NA	Association
Pithecellobium Dulce	Fabaceae	36219746	NA	NA	NFKB1	18033	Neoplasm Metastasis	D009362	NA	Association
Pithecellobium Dulce	Fabaceae	26996293	NA	NA	ANXA5	308	Breast Neoplasms	D001943	NA	Association
Pithecellobium Dulce	Fabaceae	36219746	NA	NA	NOS2	18126	Neoplasm Metastasis	D009362	NA	Association
Pithecellobium Dulce	Fabaceae	35131361	NA	NA	TNF	7124	Neoplasms	D009369	NA	Association
Pithecellobium Dulce	Fabaceae	36219746	NA	NA	COX2	17709	Neoplasm Metastasis	D009362	NA	Association
Pithecellobium Dulce	Fabaceae	35131361	NA	NA	CASP3	836	Neoplasms	D009369	NA	Association
Pithecellobium Dulce	Fabaceae	36219746	NA	NA	CSF2	12981	Neoplasm Metastasis	D009362	NA	Association
Pithecellobium Dulce	Fabaceae	36219746	NA	NA	MKI67	17345	Neoplasm Metastasis	D009362	NA	Association
Pithecellobium Dulce	Fabaceae	36219746	NA	NA	MCPT1	17224	Neoplasm Metastasis	D009362	NA	Association
Pithecellobium Dulce	Fabaceae	35131361	NA	NA	BCL2	596	Neoplasms	D009369	NA	Association
Pithecellobium Dulce	Fabaceae	36219746	NA	NA	BCL2L1	12048	Neoplasm Metastasis	D009362	NA	Association
Pithecellobium Dulce	Fabaceae	36219746	NA	NA	AKT1	11651	Neoplasm Metastasis	D009362	NA	Association
Pithecellobium Dulce	Fabaceae	36219746	NA	NA	VEGFA	22339	Neoplasm Metastasis	D009362	NA	Association
Pithecellobium Dulce	Fabaceae	35131361	NA	NA	CASP9	842	Neoplasms	D009369	NA	Association
Pithecellobium Dulce	Fabaceae	36219746	NA	NA	IFNG	15978	Neoplasm Metastasis	D009362	NA	Association
Pithecellobium Dulce	Fabaceae	36219746	NA	NA	IL6	16193	Neoplasm Metastasis	D009362	NA	Association
Pithecellobium Dulce	Fabaceae	35131361	NA	NA	IL6	3569	Neoplasms	D009369	NA	Association
Pithecellobium Dulce	Fabaceae	35131361	NA	NA	BAX	581	Neoplasms	D009369	NA	Association
Pithecellobium Dulce	Fabaceae	35131361	NA	NA	BCL2L1	598	Neoplasms	D009369	NA	Association
Pithecellobium Dulce	Fabaceae	36219746	NA	NA	BCL2	12043	Neoplasm Metastasis	D009362	NA	Association
Pithecellobium Dulce	Fabaceae	36219746	NA	NA	IL5	16191	Neoplasm Metastasis	D009362	NA	Association
Pithecellobium Dulce	Fabaceae	36219746	NA	NA	PTEN	19211	Neoplasm Metastasis	D009362	NA	Association
Pithecellobium Dulce	Fabaceae	36219746	NA	NA	IL10	16153	Neoplasm Metastasis	D009362	NA	Association
Pithecellobium Dulce	Fabaceae	36219746	NA	NA	BAX	12028	Neoplasm Metastasis	D009362	NA	Association
Pithecellobium Dulce	Fabaceae	36219746	NA	NA	IL1B	16176	Neoplasm Metastasis	D009362	NA	Association
Pithecellobium Dulce	Fabaceae	36219746	NA	NA	TGFB1	21803	Neoplasm Metastasis	D009362	NA	Association
Pithecellobium Dulce	Fabaceae	36219746	NA	NA	MUC5AC	17833	Neoplasm Metastasis	D009362	NA	Association
Pithecellobium Dulce	Fabaceae	36219746	NA	NA	EGFR	13649	Neoplasm Metastasis	D009362	NA	Association
Pithecellobium Dulce	Fabaceae	35131361	NA	NA	CSF2	1437	Neoplasms	D009369	NA	Association
Pithecellobium Dulce	Fabaceae	36219746	NA	NA	TRP53-PS	22060	Neoplasm Metastasis	D009362	NA	Association
Plantago Asiatica	Plantaginaceae	29710521	plantamajoside	C421173	IL6	3569	Esophageal Squamous Cell Carcinoma	D000077277	INDIRECT-DOWNREGULATOR	Association
Plantago Asiatica	Plantaginaceae	40890772	NA	NA	CLEC7A	56644	Neoplasms	D009369	NA	Association
Plantago Asiatica	Plantaginaceae	40890772	NA	NA	CLEC7A	56644	Breast Neoplasms	D001943	NA	Association
Plantago Asiatica	Plantaginaceae	32865085	plantamajoside	C421173	NFKB1	4790	Uterine Cervical Neoplasms	D002583	INHIBITOR	Association
Plantago Asiatica	Plantaginaceae	35350904	plantamajoside	C421173	AKT1	207	Carcinoma, Hepatocellular	D006528	INDIRECT-DOWNREGULATOR	Association
Plantago Asiatica	Plantaginaceae	40890772	NA	NA	TRP53-PS	22060	Neoplasms	D009369	NA	Association
Plantago Asiatica	Plantaginaceae	36652734	NA	NA	CD4	12504	Breast Neoplasms	D001943	NA	Association
Plantago Asiatica	Plantaginaceae	32865085	NA	NA	CDH1	999	Uterine Cervical Neoplasms	D002583	NA	Association
Plantago Asiatica	Plantaginaceae	32865085	plantamajoside	C421173	AKT1	207	Uterine Cervical Neoplasms	D002583	INHIBITOR	Association
Plantago Asiatica	Plantaginaceae	32865085	NA	NA	SNAI1	6615	Uterine Cervical Neoplasms	D002583	NA	Association
Plantago Asiatica	Plantaginaceae	29710521	plantamajoside	C421173	NFKB1	4790	Esophageal Squamous Cell Carcinoma	D000077277	INDIRECT-DOWNREGULATOR	Association
Plantago Asiatica	Plantaginaceae	40890772	NA	NA	NFKB1	18033	Neoplasms	D009369	NA	Association
Plantago Asiatica	Plantaginaceae	32865085	NA	NA	VIM	7431	Uterine Cervical Neoplasms	D002583	NA	Association
Plantago Asiatica	Plantaginaceae	35350904	plantamajoside	C421173	GSK3B	2932	Carcinoma, Hepatocellular	D006528	INDIRECT-DOWNREGULATOR	Association
Plantago Asiatica	Plantaginaceae	32865085	NA	NA	HIF1A	3091	Uterine Cervical Neoplasms	D002583	NA	Association
Plantago Asiatica	Plantaginaceae	32865085	NA	NA	SNAI2	6591	Uterine Cervical Neoplasms	D002583	NA	Association
Plantago Asiatica	Plantaginaceae	32865085	NA	NA	CDH2	1000	Uterine Cervical Neoplasms	D002583	NA	Association
Plantago Major	Plantaginaceae	40973399	NA	NA	PTPRU	10076	Carcinoma, Non-Small-Cell Lung	D002289	NA	Association
Plantago Major	Plantaginaceae	40973399	NA	NA	AKT1	207	Carcinoma, Non-Small-Cell Lung	D002289	NA	Association
Plantago Major	Plantaginaceae	40068925	apigenin	D047310	EPCAM	4072	Colorectal Neoplasms	D015179	DIRECT-REGULATOR	Association
Plantago Major	Plantaginaceae	40068925	aucubin	C006650	EPCAM	4072	Colorectal Neoplasms	D015179	DIRECT-REGULATOR	Association
Plantago Major	Plantaginaceae	40068925	baicalein	C006680	EPCAM	4072	Colorectal Neoplasms	D015179	DIRECT-REGULATOR	Association
Plantago Major	Plantaginaceae	40068925	caffeic acid	C040048	EPCAM	4072	Colorectal Neoplasms	D015179	DIRECT-REGULATOR	Association
Plantago Major	Plantaginaceae	40068925	luteolin	D047311	EPCAM	4072	Colorectal Neoplasms	D015179	DIRECT-REGULATOR	Association
Plantago Major	Plantaginaceae	40973399	NA	NA	SLTM	79811	Carcinoma, Non-Small-Cell Lung	D002289	NA	Association
Plantago Major	Plantaginaceae	40973399	NA	NA	PIK3CB	5291	Carcinoma, Non-Small-Cell Lung	D002289	NA	Association
Plantago Major	Plantaginaceae	40973399	NA	NA	EGFR	1956	Carcinoma, Non-Small-Cell Lung	D002289	NA	Association
Pluchea Indica	Asteraceae	31578905	NA	NA	CYP2A13	1553	Carcinogenesis	D063646	NA	Association
Pluchea Indica	Asteraceae	23268709	NA	NA	TP53	7157	Neoplasms	D009369	NA	Association
Pluchea Indica	Asteraceae	31578905	NA	NA	CYP2A6	1548	Carcinogenesis	D063646	NA	Association
Plumbago Indica	Plumbaginaceae	31790893	NA	NA	NQO1	1728	Neoplasms	D009369	NA	Association
Plumbago Indica	Plumbaginaceae	31790893	NA	NA	NQO1	1728	Breast Neoplasms	D001943	NA	Association
Plumbago Indica	Plumbaginaceae	32027944	plumbagin	C014758	CASP3	836	NA	NA	INDIRECT-UPREGULATOR	NA
Plumbago Indica	Plumbaginaceae	32027944	plumbagin	C014758	CASP9	842	NA	NA	INDIRECT-UPREGULATOR	NA
Plumbago Indica	Plumbaginaceae	36080483	plumbagin	C014758	VEGFA	7422	NA	NA	INDIRECT-DOWNREGULATOR	NA
Plumbago Indica	Plumbaginaceae	36080483	plumbagin	C014758	HIF1A	3091	Neoplasms	D009369	INDIRECT-DOWNREGULATOR	Association
Plumbago Indica	Plumbaginaceae	36080483	plumbagin	C014758	HIF1A	3091	Breast Neoplasms	D001943	INDIRECT-DOWNREGULATOR	Association
Plumbago Indica	Plumbaginaceae	26490449	NA	NA	CYP4F3	4051	Cholangiocarcinoma	D018281	NA	Association
Plumbago Zeylanica	Plumbaginaceae	37047251	NA	NA	PLN	5350	Neoplasms	D009369	NA	Association
Plumbago Zeylanica	Plumbaginaceae	37047251	NA	NA	PLN	5350	Carcinoma, Hepatocellular	D006528	NA	Association
Plumbago Zeylanica	Plumbaginaceae	25528634	plumbagin	C014758	CCND1	595	NA	NA	INDIRECT-DOWNREGULATOR	NA
Plumbago Zeylanica	Plumbaginaceae	28236621	plumbagin	C014758	BAX	581	NA	NA	INDIRECT-DOWNREGULATOR	NA
Plumbago Zeylanica	Plumbaginaceae	20670616	NA	NA	HIF1A	3091	NA	NA	NA	NA
Plumbago Zeylanica	Plumbaginaceae	37925175	NA	NA	AQP5	362	Neoplasms	D009369	NA	Association
Plumbago Zeylanica	Plumbaginaceae	23725135	plumbagin	C014758	CASP3	836	NA	NA	INDIRECT-UPREGULATOR	NA
Plumbago Zeylanica	Plumbaginaceae	23725135	plumbagin	C014758	NFKB1	4790	Carcinoma, Non-Small-Cell Lung	D002289	INHIBITOR	Association
Plumbago Zeylanica	Plumbaginaceae	23725135	plumbagin	C014758	NFKB1	4790	Lung Neoplasms	D008175	INHIBITOR	Association
Plumbago Zeylanica	Plumbaginaceae	22976928	NA	NA	PRKCE	18754	Prostatic Neoplasms	D011471	NA	Association
Plumbago Zeylanica	Plumbaginaceae	23273564	NA	NA	PLAU	5328	Neoplasm Metastasis	D009362	NA	Association
Plumbago Zeylanica	Plumbaginaceae	28359791	plumbagin	C014758	ROCK1	6093	NA	NA	INDIRECT-DOWNREGULATOR	NA
Plumbago Zeylanica	Plumbaginaceae	22231395	NA	NA	NFKB1	4790	Stomach Neoplasms	D013274	NA	Association
Plumbago Zeylanica	Plumbaginaceae	25528634	plumbagin	C014758	CDC25B	994	NA	NA	INDIRECT-DOWNREGULATOR	NA
Plumbago Zeylanica	Plumbaginaceae	37925175	NA	NA	VOPP1	81552	Neoplasms	D009369	NA	Association
Plumbago Zeylanica	Plumbaginaceae	20670616	NA	NA	AKT1	207	NA	NA	NA	NA
Plumbago Zeylanica	Plumbaginaceae	23273564	NA	NA	PCNA	5111	Neoplasm Metastasis	D009362	NA	Association
Plumbago Zeylanica	Plumbaginaceae	20670616	NA	NA	MAPK8	5599	NA	NA	NA	NA
Plumbago Zeylanica	Plumbaginaceae	25528634	plumbagin	C014758	DCTN6	10671	NA	NA	INDIRECT-DOWNREGULATOR	NA
Plumbago Zeylanica	Plumbaginaceae	28506595	plumbagin	C014758	AKT1	207	Glioma	D005910	INDIRECT-DOWNREGULATOR	Association
Plumbago Zeylanica	Plumbaginaceae	28506595	plumbagin	C014758	AKT1	207	Glioma	D005910	INHIBITOR	Association
Plumbago Zeylanica	Plumbaginaceae	25528634	plumbagin	C014758	CDKN1B	1027	NA	NA	INDIRECT-DOWNREGULATOR	NA
Plumbago Zeylanica	Plumbaginaceae	28236621	plumbagin	C014758	BCL2	596	NA	NA	INDIRECT-DOWNREGULATOR	NA
Plumbago Zeylanica	Plumbaginaceae	37925175	NA	NA	AXL	558	Neoplasms	D009369	NA	Association
Plumbago Zeylanica	Plumbaginaceae	26866274	NA	NA	MAPK8	26419	Breast Neoplasms	D001943	NA	Association
Plumbago Zeylanica	Plumbaginaceae	26866274	NA	NA	MAPK8	26419	Carcinogenesis	D063646	NA	Association
Plumbago Zeylanica	Plumbaginaceae	22322442	NA	NA	NFKB1	4790	Pancreatic Neoplasms	D010190	NA	Association
Plumbago Zeylanica	Plumbaginaceae	22322442	NA	NA	NFKB1	4790	Neoplasms	D009369	NA	Association
Plumbago Zeylanica	Plumbaginaceae	23273564	NA	NA	MMP9	4318	Neoplasm Metastasis	D009362	NA	Association
Plumbago Zeylanica	Plumbaginaceae	22322442	NA	NA	STAT3	6774	Pancreatic Neoplasms	D010190	NA	Association
Plumbago Zeylanica	Plumbaginaceae	25528634	plumbagin	C014758	CDKN1A	1026	NA	NA	INDIRECT-DOWNREGULATOR	NA
Plumbago Zeylanica	Plumbaginaceae	37925175	plumbagin	C014758	AKT1	207	NA	NA	INDIRECT-DOWNREGULATOR	NA
Plumbago Zeylanica	Plumbaginaceae	28236621	plumbagin	C014758	STAT3	6774	Stomach Neoplasms	D013274	INHIBITOR	Association
Plumbago Zeylanica	Plumbaginaceae	28236621	plumbagin	C014758	STAT3	6774	Neoplasms	D009369	INHIBITOR	Association
Plumbago Zeylanica	Plumbaginaceae	26866274	NA	NA	MAPK1	26413	Carcinogenesis	D063646	NA	Association
Plumbago Zeylanica	Plumbaginaceae	26866274	NA	NA	MAPK1	26413	Breast Neoplasms	D001943	NA	Association
Plumbago Zeylanica	Plumbaginaceae	20670616	NA	NA	MMP9	4318	NA	NA	NA	NA
Plumbago Zeylanica	Plumbaginaceae	36589679	plumbagin	C014758	NUP62	18226	NA	NA	INDIRECT-UPREGULATOR	NA
Plumbago Zeylanica	Plumbaginaceae	37925175	NA	NA	SCG5	6447	Neoplasms	D009369	NA	Association
Plumbago Zeylanica	Plumbaginaceae	28359791	plumbagin	C014758	SPP1	6696	Neoplasm Metastasis	D009362	INDIRECT-DOWNREGULATOR	Association
Plumbago Zeylanica	Plumbaginaceae	28359791	plumbagin	C014758	SPP1	6696	Carcinoma, Non-Small-Cell Lung	D002289	INDIRECT-DOWNREGULATOR	Association
Plumbago Zeylanica	Plumbaginaceae	28359791	plumbagin	C014758	SPP1	6696	Colorectal Neoplasms	D015179	INDIRECT-DOWNREGULATOR	Association
Plumbago Zeylanica	Plumbaginaceae	28359791	plumbagin	C014758	SPP1	6696	Neoplasm Metastasis	D009362	INHIBITOR	Association
Plumbago Zeylanica	Plumbaginaceae	28359791	plumbagin	C014758	SPP1	6696	Carcinoma, Non-Small-Cell Lung	D002289	INHIBITOR	Association
Plumbago Zeylanica	Plumbaginaceae	28359791	plumbagin	C014758	SPP1	6696	Colorectal Neoplasms	D015179	INHIBITOR	Association
Plumbago Zeylanica	Plumbaginaceae	28359791	plumbagin	C014758	AKT1	207	Neoplasm Metastasis	D009362	INHIBITOR	Association
Plumbago Zeylanica	Plumbaginaceae	28359791	plumbagin	C014758	AKT1	207	Carcinoma, Non-Small-Cell Lung	D002289	INHIBITOR	Association
Plumbago Zeylanica	Plumbaginaceae	23725135	plumbagin	C014758	BCL2	596	NA	NA	INDIRECT-UPREGULATOR	NA
Plumbago Zeylanica	Plumbaginaceae	37925175	plumbagin	C014758	MTOR	2475	NA	NA	INDIRECT-DOWNREGULATOR	NA
Plumbago Zeylanica	Plumbaginaceae	23982457	plumbagin	C014758	BAX	581	NA	NA	INDIRECT-UPREGULATOR	NA
Plumbago Zeylanica	Plumbaginaceae	36589679	plumbagin	C014758	MAP1LC3A	66734	NA	NA	INDIRECT-UPREGULATOR	NA
Plumbago Zeylanica	Plumbaginaceae	28236621	plumbagin	C014758	PTK2B	2185	Stomach Neoplasms	D013274	INHIBITOR	Association
Plumbago Zeylanica	Plumbaginaceae	28236621	plumbagin	C014758	PTK2B	2185	Neoplasms	D009369	INHIBITOR	Association
Plumbago Zeylanica	Plumbaginaceae	23273564	NA	NA	PECAM1	5175	Neoplasm Metastasis	D009362	NA	Association
Plumbago Zeylanica	Plumbaginaceae	26154848	plumbagin	C014758	FOXM1	14235	Glioma	D005910	INDIRECT-DOWNREGULATOR	Association
Plumbago Zeylanica	Plumbaginaceae	37047251	plumbagin	C014758	TP53	7157	NA	NA	ACTIVATOR	NA
Plumbago Zeylanica	Plumbaginaceae	23725135	plumbagin	C014758	CASP9	842	NA	NA	INDIRECT-UPREGULATOR	NA
