species	family	pmid	compound	compound_id	gene	gene_id	disease	disease_id	np_gene_rel	gene_disease_rel
Plumbago Zeylanica	Plumbaginaceae	36589679	plumbagin	C014758	MTOR	56717	NA	NA	INDIRECT-UPREGULATOR	NA
Plumbago Zeylanica	Plumbaginaceae	23273564	NA	NA	VEGFA	7422	Neoplasm Metastasis	D009362	NA	Association
Plumbago Zeylanica	Plumbaginaceae	23725135	plumbagin	C014758	BAX	581	NA	NA	INDIRECT-UPREGULATOR	NA
Plumbago Zeylanica	Plumbaginaceae	28236621	plumbagin	C014758	AKT1	207	Stomach Neoplasms	D013274	INHIBITOR	Association
Plumbago Zeylanica	Plumbaginaceae	23725135	plumbagin	C014758	BAK1	578	NA	NA	INDIRECT-UPREGULATOR	NA
Plumbago Zeylanica	Plumbaginaceae	23273564	NA	NA	MMP2	4313	Neoplasm Metastasis	D009362	NA	Association
Plumbago Zeylanica	Plumbaginaceae	20670616	NA	NA	BCL2	596	NA	NA	NA	NA
Plumbago Zeylanica	Plumbaginaceae	28359791	plumbagin	C014758	CFL1	1072	Carcinoma, Non-Small-Cell Lung	D002289	INDIRECT-DOWNREGULATOR	Association
Plumbago Zeylanica	Plumbaginaceae	37925175	NA	NA	DUSP1	1843	Neoplasms	D009369	NA	Association
Plumbago Zeylanica	Plumbaginaceae	23273564	NA	NA	STAT3	6774	Neoplasm Metastasis	D009362	NA	Association
Plumbago Zeylanica	Plumbaginaceae	37925175	NA	NA	DRAM1	55332	Neoplasms	D009369	NA	Association
Plumbago Zeylanica	Plumbaginaceae	23273564	NA	NA	PRKCE	5581	Neoplasm Metastasis	D009362	NA	Association
Plumbago Zeylanica	Plumbaginaceae	28236621	plumbagin	C014758	CASP3	836	NA	NA	INDIRECT-DOWNREGULATOR	NA
Plumbago Zeylanica	Plumbaginaceae	36589679	plumbagin	C014758	NFKB1	18033	NA	NA	INHIBITOR	NA
Plumbago Zeylanica	Plumbaginaceae	37925175	NA	NA	BLNK	29760	Neoplasms	D009369	NA	Association
Plumbago Zeylanica	Plumbaginaceae	37047251	plumbagin	C014758	ATM	472	NA	NA	ACTIVATOR	NA
Plumbago Zeylanica	Plumbaginaceae	20670616	NA	NA	VEGFA	7422	NA	NA	NA	NA
Plumbago Zeylanica	Plumbaginaceae	23982457	plumbagin	C014758	BCL2	596	NA	NA	INDIRECT-UPREGULATOR	NA
Plumbago Zeylanica	Plumbaginaceae	23273564	NA	NA	BCL2L1	598	Neoplasm Metastasis	D009362	NA	Association
Plumbago Zeylanica	Plumbaginaceae	20670616	NA	NA	MMP2	4313	NA	NA	NA	NA
Plumbago Zeylanica	Plumbaginaceae	24739265	plumbagin	C014758	XPO1	7514	Neoplasms	D009369	INHIBITOR	Association
Plumbago Zeylanica	Plumbaginaceae	24739265	plumbagin	C014758	XPO1	7514	Neoplasms	D009369	DIRECT-REGULATOR	Association
Plumbago Zeylanica	Plumbaginaceae	38423664	NA	NA	ANXA5	308	Squamous Cell Carcinoma of Head and Neck	D000077195	NA	Association
Plumbago Zeylanica	Plumbaginaceae	26866274	NA	NA	ACP5	11433	Neoplasms	D009369	NA	Association
Plumbago Zeylanica	Plumbaginaceae	28359791	plumbagin	C014758	PTK2	5747	Carcinoma, Non-Small-Cell Lung	D002289	INHIBITOR	Association
Plumbago Zeylanica	Plumbaginaceae	28359791	plumbagin	C014758	PTK2	5747	Neoplasm Metastasis	D009362	INHIBITOR	Association
Plumbago Zeylanica	Plumbaginaceae	37925175	NA	NA	DCBLD2	131566	Neoplasms	D009369	NA	Association
Plumbago Zeylanica	Plumbaginaceae	25528634	plumbagin	C014758	FOXM1	2305	Glioma	D005910	INHIBITOR	Association
Plumbago Zeylanica	Plumbaginaceae	25528634	plumbagin	C014758	FOXM1	2305	Glioma	D005910	INDIRECT-DOWNREGULATOR	Association
Plumbago Zeylanica	Plumbaginaceae	36589679	plumbagin	C014758	MAP1LC3B	67443	NA	NA	INDIRECT-UPREGULATOR	NA
Plumbago Zeylanica	Plumbaginaceae	22322442	NA	NA	EGFR	1956	Neoplasms	D009369	NA	Association
Plumbago Zeylanica	Plumbaginaceae	22322442	NA	NA	EGFR	1956	Pancreatic Neoplasms	D010190	NA	Association
Plumbago Zeylanica	Plumbaginaceae	22976928	NA	NA	STAT3	20848	Prostatic Neoplasms	D011471	NA	Association
Pogostemon Cablin	Lamiaceae	27416805	pogostone	C483658	CASP3	836	Colorectal Neoplasms	D015179	INHIBITOR	Association
Pogostemon Cablin	Lamiaceae	27322225	NA	NA	BCL2	596	Neoplasms	D009369	NA	Association
Pogostemon Cablin	Lamiaceae	27322225	NA	NA	CASP3	836	Neoplasms	D009369	NA	Association
Pogostemon Cablin	Lamiaceae	27416805	pogostone	C483658	MTOR	2475	Colorectal Neoplasms	D015179	INHIBITOR	Association
Pogostemon Cablin	Lamiaceae	33266043	NA	NA	KDR	3791	Neoplasms	D009369	NA	Association
Pogostemon Cablin	Lamiaceae	33266043	NA	NA	KDR	3791	Carcinoma, Hepatocellular	D006528	NA	Association
Pogostemon Cablin	Lamiaceae	27416805	pogostone	C483658	MAP1LC3A	84557	Colorectal Neoplasms	D015179	INHIBITOR	Association
Pogostemon Cablin	Lamiaceae	27830146	patchouli alcohol	C052983	CASP9	842	NA	NA	ACTIVATOR	NA
Pogostemon Cablin	Lamiaceae	33266043	NA	NA	MTOR	2475	Carcinoma, Hepatocellular	D006528	NA	Association
Pogostemon Cablin	Lamiaceae	33266043	NA	NA	VEGFA	7422	Neoplasms	D009369	NA	Association
Pogostemon Cablin	Lamiaceae	33266043	NA	NA	VEGFA	7422	Carcinoma, Hepatocellular	D006528	NA	Association
Pogostemon Cablin	Lamiaceae	27416805	pogostone	C483658	AKT1	207	Colorectal Neoplasms	D015179	INHIBITOR	Association
Pogostemon Cablin	Lamiaceae	33266043	NA	NA	TP53	7157	Carcinoma, Hepatocellular	D006528	NA	Association
Pogostemon Cablin	Lamiaceae	27322225	NA	NA	CASP9	842	Neoplasms	D009369	NA	Association
Pogostemon Cablin	Lamiaceae	27416805	pogostone	C483658	CASP7	840	Colorectal Neoplasms	D015179	INHIBITOR	Association
Pogostemon Cablin	Lamiaceae	27322225	NA	NA	BAX	581	Neoplasms	D009369	NA	Association
Pogostemon Cablin	Lamiaceae	33266043	NA	NA	AKT1	207	Carcinoma, Hepatocellular	D006528	NA	Association
Pogostemon Cablin	Lamiaceae	27830146	patchouli alcohol	C052983	CASP3	836	NA	NA	ACTIVATOR	NA
Poikilospermum Suaveolens	Urticaceae	41548615	NA	NA	CASP7	840	Breast Neoplasms	D001943	NA	Association
Portulaca Oleracea	Portulacaceae	33977945	NA	NA	TLR4	21898	Neoplasms	D009369	NA	Association
Portulaca Oleracea	Portulacaceae	23499074	NA	NA	CD4	12504	Sarcoma 180	D012510	NA	Association
Portulaca Oleracea	Portulacaceae	33977945	NA	NA	MYD88	17874	Neoplasms	D009369	NA	Association
Portulaca Oleracea	Portulacaceae	34431425	NA	NA	CDK1	983	Pancreatic Neoplasms	D010190	NA	Association
Portulaca Oleracea	Portulacaceae	34431425	NA	NA	TP53	7157	Pancreatic Neoplasms	D010190	NA	Association
Portulaca Oleracea	Portulacaceae	34431425	NA	NA	TP53	7157	Neoplasms	D009369	NA	Association
Portulaca Oleracea	Portulacaceae	33977945	NA	NA	NFKB1	18033	Neoplasms	D009369	NA	Association
Portulaca Oleracea	Portulacaceae	38625591	NA	NA	EGFR	13649	Carcinoma, Hepatocellular	D006528	NA	Association
Portulaca Oleracea	Portulacaceae	38625591	NA	NA	TLR4	21898	Carcinoma, Hepatocellular	D006528	NA	Association
Portulaca Oleracea	Portulacaceae	31277622	NA	NA	TLR4	21898	Uterine Cervical Neoplasms	D002583	NA	Association
Portulaca Oleracea	Portulacaceae	31277622	NA	NA	TLR4	21898	Neoplasms	D009369	NA	Association
Portulaca Oleracea	Portulacaceae	35963192	NA	NA	CTNNB1	12387	Colorectal Neoplasms	D015179	NA	Association
Portulaca Oleracea	Portulacaceae	31277622	NA	NA	AKT1	11651	Neoplasms	D009369	NA	Association
Portulaca Oleracea	Portulacaceae	35963192	NA	NA	CCND1	12443	Colorectal Neoplasms	D015179	NA	Association
Portulaca Oleracea	Portulacaceae	38503553	NA	NA	ACSL4	2182	Ovarian Neoplasms	D010051	NA	Association
Portulaca Oleracea	Portulacaceae	38503553	NA	NA	ACSL4	2182	Neoplasms	D009369	NA	Association
Portulaca Oleracea	Portulacaceae	30508887	NA	NA	ALK	238	Lung Neoplasms	D008175	NA	Association
Portulaca Oleracea	Portulacaceae	30508887	NA	NA	ALK	238	Adenocarcinoma of Lung	D000077192	NA	Association
Portulaca Oleracea	Portulacaceae	31277622	NA	NA	NFKB1	18033	Neoplasms	D009369	NA	Association
Premna Odorata	Lamiaceae	28809058	NA	NA	MET	4233	Breast Neoplasms	D001943	NA	Association
Psidium Guajava	Myrtaceae	39927587	NA	NA	BCL2	596	Neoplasms	D009369	NA	Association
Psidium Guajava	Myrtaceae	22280146	NA	NA	AKT1	207	Prostatic Neoplasms	D011471	NA	Association
Psidium Guajava	Myrtaceae	20099201	NA	NA	KLK3	354	Neoplasms	D009369	NA	Association
Psidium Guajava	Myrtaceae	22280146	NA	NA	MTOR	2475	Prostatic Neoplasms	D011471	NA	Association
Psidium Guajava	Myrtaceae	22280146	NA	NA	RPS6KB1	6198	Prostatic Neoplasms	D011471	NA	Association
Psidium Guajava	Myrtaceae	32846600	NA	NA	NFKB1	4790	Breast Neoplasms	D001943	NA	Association
Psydrax Dicoccos	Rubiaceae	37894581	NA	NA	COX2	4513	Breast Neoplasms	D001943	NA	Association
Psydrax Dicoccos	Rubiaceae	37894581	NA	NA	ERBB2	2064	Breast Neoplasms	D001943	NA	Association
Psydrax Dicoccos	Rubiaceae	37894581	NA	NA	AKT1	207	Breast Neoplasms	D001943	NA	Association
Pueraria Montana	Fabaceae	36089399	NA	NA	ODC1	24609	Kidney Neoplasms	D007680	NA	Association
Pueraria Montana	Fabaceae	38809293	puerarin	C033607	JUN	3725	Ovarian Neoplasms	D010051	INDIRECT-UPREGULATOR	Association
Pueraria Montana	Fabaceae	38809293	puerarin	C033607	JUN	3725	Neoplasms	D009369	INDIRECT-UPREGULATOR	Association
Pueraria Montana	Fabaceae	38809293	puerarin	C033607	CASP3	836	Ovarian Neoplasms	D010051	INDIRECT-UPREGULATOR	Association
Pueraria Montana	Fabaceae	38809293	puerarin	C033607	CASP3	836	Neoplasms	D009369	INDIRECT-UPREGULATOR	Association
Pueraria Montana	Fabaceae	38809293	puerarin	C033607	DIABLO	56616	Ovarian Neoplasms	D010051	INDIRECT-UPREGULATOR	Association
Pueraria Montana	Fabaceae	38809293	puerarin	C033607	DIABLO	56616	Neoplasms	D009369	INDIRECT-UPREGULATOR	Association
Punica Granatum	Lythraceae	20043077	eleostearic acid	C519714	PRRT2	112476	Neoplasms	D009369	INHIBITOR	Association
Punica Granatum	Lythraceae	20043077	eleostearic acid	C519714	PRRT2	112476	Breast Neoplasms	D001943	INHIBITOR	Association
Punica Granatum	Lythraceae	27540692	punicalagin	C115642	TIMP2	7077	NA	NA	INDIRECT-UPREGULATOR	NA
Punica Granatum	Lythraceae	22941571	NA	NA	NFKB1	4790	Breast Neoplasms	D001943	NA	Association
Punica Granatum	Lythraceae	22941571	NA	NA	NFKB1	4790	Neoplasms	D009369	NA	Association
Punica Granatum	Lythraceae	23996930	NA	NA	MIR126B	100314237	Colorectal Neoplasms	D015179	NA	Association
Punica Granatum	Lythraceae	26703530	NA	NA	ESR1	24890	Carcinogenesis	D063646	NA	Association
Punica Granatum	Lythraceae	26703530	NA	NA	WNT2	114487	Breast Neoplasms	D001943	NA	Association
Punica Granatum	Lythraceae	26703530	NA	NA	WNT2	114487	Carcinogenesis	D063646	NA	Association
Punica Granatum	Lythraceae	22941571	NA	NA	RELA	5970	Breast Neoplasms	D001943	NA	Association
Punica Granatum	Lythraceae	22941571	NA	NA	RELA	5970	Neoplasms	D009369	NA	Association
Punica Granatum	Lythraceae	23996930	NA	NA	MIR126	406913	Colorectal Neoplasms	D015179	NA	Association
Punica Granatum	Lythraceae	26699876	NA	NA	PARP1	25591	Mammary Neoplasms, Animal	D015674	NA	Association
Punica Granatum	Lythraceae	23996930	NA	NA	VCAM1	25361	Colorectal Neoplasms	D015179	NA	Association
Punica Granatum	Lythraceae	27540692	punicalagin	C115642	MMP2	4313	NA	NA	INDIRECT-DOWNREGULATOR	NA
Punica Granatum	Lythraceae	35907463	NA	NA	BLVRB	233016	Neoplasms	D009369	NA	Association
Punica Granatum	Lythraceae	31838616	NA	NA	RPS6KB1	6198	Prostatic Neoplasms	D011471	NA	Association
Punica Granatum	Lythraceae	31838616	NA	NA	RPS6KB1	6198	Neoplasms	D009369	NA	Association
Punica Granatum	Lythraceae	22941571	NA	NA	MIR155	406947	Breast Neoplasms	D001943	NA	Association
Punica Granatum	Lythraceae	26703530	NA	NA	CCND1	58919	Carcinogenesis	D063646	NA	Association
Punica Granatum	Lythraceae	27540692	punicalagin	C115642	CTNNB1	1499	Neoplasms	D009369	INHIBITOR	Association
Punica Granatum	Lythraceae	27540692	punicalagin	C115642	CTNNB1	1499	Ovarian Neoplasms	D010051	INHIBITOR	Association
Punica Granatum	Lythraceae	40391177	NA	NA	SKP2	27401	Lung Neoplasms	D008175	NA	Association
Punica Granatum	Lythraceae	40391177	NA	NA	SKP2	27401	Neoplasms	D009369	NA	Association
Punica Granatum	Lythraceae	28452959	NA	NA	HSP90AA1	299331	Carcinogenesis	D063646	NA	Association
Punica Granatum	Lythraceae	26703530	NA	NA	ESR2	25149	Carcinogenesis	D063646	NA	Association
Punica Granatum	Lythraceae	35179410	NA	NA	APAF1	317	Neoplasms	D009369	NA	Association
Punica Granatum	Lythraceae	35179410	NA	NA	ISYNA1	51477	Neoplasms	D009369	NA	Association
Punica Granatum	Lythraceae	23996930	NA	NA	MTOR	56718	Colorectal Neoplasms	D015179	NA	Association
Punica Granatum	Lythraceae	23996930	NA	NA	AKT1	24185	Colorectal Neoplasms	D015179	NA	Association
Punica Granatum	Lythraceae	31838616	NA	NA	MTOR	2475	Prostatic Neoplasms	D011471	NA	Association
Punica Granatum	Lythraceae	31838616	NA	NA	MTOR	2475	Neoplasms	D009369	NA	Association
Punica Granatum	Lythraceae	37933160	punicalagin	C115642	SNAI1	6615	Colorectal Neoplasms	D015179	INDIRECT-DOWNREGULATOR	Association
Punica Granatum	Lythraceae	22941571	NA	NA	AKT1	207	Lung Neoplasms	D008175	NA	Association
Punica Granatum	Lythraceae	26699876	NA	NA	CASP3	25402	Mammary Neoplasms, Animal	D015674	NA	Association
Punica Granatum	Lythraceae	37933160	punicalagin	C115642	CASP3	836	Colorectal Neoplasms	D015179	ACTIVATOR	Association
Punica Granatum	Lythraceae	37933160	punicalagin	C115642	CASP3	836	Colorectal Neoplasms	D015179	INDIRECT-UPREGULATOR	Association
Punica Granatum	Lythraceae	33895929	NA	NA	HOXD10	3236	Urinary Bladder Neoplasms	D001749	NA	Association
Punica Granatum	Lythraceae	40391177	NA	NA	CDKN1B	12576	Neoplasms	D009369	NA	Association
Punica Granatum	Lythraceae	40391177	NA	NA	CDKN1B	12576	Lung Neoplasms	D008175	NA	Association
Punica Granatum	Lythraceae	37933160	punicalagin	C115642	SNAI2	6591	Colorectal Neoplasms	D015179	INDIRECT-DOWNREGULATOR	Association
Punica Granatum	Lythraceae	35179410	NA	NA	TNF	7124	Neoplasms	D009369	NA	Association
Punica Granatum	Lythraceae	24077634	punicalagin	C115642	DCTN6	10671	NA	NA	INDIRECT-UPREGULATOR	NA
Punica Granatum	Lythraceae	24789431	NA	NA	BAX	581	NA	NA	NA	NA
Punica Granatum	Lythraceae	35225462	NA	NA	CASP3	103236614	Rhabdomyosarcoma	D012208	NA	Association
Punica Granatum	Lythraceae	28452959	NA	NA	NFE2L2	83619	Carcinogenesis	D063646	NA	Association
Punica Granatum	Lythraceae	35301659	NA	NA	TGFB1	7040	Neoplasms	D009369	NA	Association
Punica Granatum	Lythraceae	35179410	NA	NA	NFKB1	4790	Neoplasms	D009369	NA	Association
Punica Granatum	Lythraceae	40742622	NA	NA	NFE2L2	4780	Leukemia	D007938	NA	Association
Punica Granatum	Lythraceae	37768465	NA	NA	RORA	6095	Neuroblastoma	D009447	NA	Association
Punica Granatum	Lythraceae	37768465	NA	NA	RORA	6095	Prostatic Neoplasms	D011471	NA	Association
Punica Granatum	Lythraceae	28452959	NA	NA	PTGS2	29527	Carcinogenesis	D063646	NA	Association
Punica Granatum	Lythraceae	32823596	NA	NA	ANXA1	301	Colorectal Neoplasms	D015179	NA	Association
Punica Granatum	Lythraceae	32823596	NA	NA	ANXA1	301	Colonic Neoplasms	D003110	NA	Association
Punica Granatum	Lythraceae	35179410	NA	NA	TP53	7157	Neoplasms	D009369	NA	Association
Punica Granatum	Lythraceae	24077634	punicalagin	C115642	CCNA2	890	NA	NA	INDIRECT-DOWNREGULATOR	NA
Punica Granatum	Lythraceae	35225462	NA	NA	CASP8	103217637	Rhabdomyosarcoma	D012208	NA	Association
Punica Granatum	Lythraceae	28452959	NA	NA	NFKBIA	25493	Carcinogenesis	D063646	NA	Association
Punica Granatum	Lythraceae	26703530	NA	NA	CTNNB1	84353	Carcinogenesis	D063646	NA	Association
Punica Granatum	Lythraceae	26703530	NA	NA	CTNNB1	84353	Breast Neoplasms	D001943	NA	Association
Punica Granatum	Lythraceae	37933160	punicalagin	C115642	MMP9	4318	Colorectal Neoplasms	D015179	INDIRECT-DOWNREGULATOR	Association
Punica Granatum	Lythraceae	31838616	NA	NA	AKT1	207	Prostatic Neoplasms	D011471	NA	Association
Punica Granatum	Lythraceae	35179410	NA	NA	BAX	581	Neoplasms	D009369	NA	Association
Punica Granatum	Lythraceae	35451509	NA	NA	CDK8	1024	Leukemia, Myeloid, Acute	D015470	NA	Association
Punica Granatum	Lythraceae	35179410	NA	NA	CXCL8	3576	Neoplasms	D009369	NA	Association
Punica Granatum	Lythraceae	24789431	NA	NA	BCL2	596	NA	NA	NA	NA
Punica Granatum	Lythraceae	35451509	NA	NA	CDK5	1020	Leukemia, Myeloid, Acute	D015470	NA	Association
Punica Granatum	Lythraceae	40391177	NA	NA	MYC	17869	Lung Neoplasms	D008175	NA	Association
Punica Granatum	Lythraceae	40391177	NA	NA	MYC	17869	Neoplasms	D009369	NA	Association
Punica Granatum	Lythraceae	23996930	ellagic acid	-	PTGS2	29527	NA	NA	INDIRECT-DOWNREGULATOR	NA
Punica Granatum	Lythraceae	27540692	punicalagin	C115642	TIMP3	7078	NA	NA	INDIRECT-UPREGULATOR	NA
Punica Granatum	Lythraceae	27540692	punicalagin	C115642	MMP9	4318	NA	NA	INDIRECT-UPREGULATOR	NA
Punica Granatum	Lythraceae	26699876	NA	NA	CASP7	64026	Mammary Neoplasms, Animal	D015674	NA	Association
Punica Granatum	Lythraceae	26699876	NA	NA	CASP9	58918	Mammary Neoplasms, Animal	D015674	NA	Association
Punica Granatum	Lythraceae	35179410	NA	NA	BCL2	596	Neoplasms	D009369	NA	Association
Punica Granatum	Lythraceae	24077634	punicalagin	C115642	PRKAA2	5563	NA	NA	INDIRECT-UPREGULATOR	NA
Punica Granatum	Lythraceae	37933160	punicalagin	C115642	MMP2	4313	Colorectal Neoplasms	D015179	INDIRECT-DOWNREGULATOR	Association
Rhizophora Apiculata	Rhizophoraceae	30218747	NA	NA	EGFR	1956	Carcinoma, Non-Small-Cell Lung	D002289	NA	Association
Rhizophora Apiculata	Rhizophoraceae	30218747	NA	NA	EGFR	1956	Neoplasms	D009369	NA	Association
Rhizophora Apiculata	Rhizophoraceae	30218747	NA	NA	BAX	581	Carcinoma, Non-Small-Cell Lung	D002289	NA	Association
Rhizophora Apiculata	Rhizophoraceae	30218747	NA	NA	BAX	581	Neoplasms	D009369	NA	Association
Rhizophora Apiculata	Rhizophoraceae	22800297	NA	NA	GGT1	14598	Neoplasms	D009369	NA	Association
Rhizophora Apiculata	Rhizophoraceae	38474695	NA	NA	FASN	2194	Colorectal Neoplasms	D015179	NA	Association
Rhizophora Apiculata	Rhizophoraceae	30218747	NA	NA	CDK2	1017	Carcinoma, Non-Small-Cell Lung	D002289	NA	Association
Rhizophora Apiculata	Rhizophoraceae	30218747	NA	NA	CDK2	1017	Neoplasms	D009369	NA	Association
Rhizophora Apiculata	Rhizophoraceae	30218747	NA	NA	BCL2	596	Carcinoma, Non-Small-Cell Lung	D002289	NA	Association
Rhizophora Apiculata	Rhizophoraceae	30218747	NA	NA	BCL2	596	Neoplasms	D009369	NA	Association
Rhizophora Stylosa	Rhizophoraceae	28098865	NA	NA	E7 oncoprotein		Lung Neoplasms	D008175	NA	Association
Rhodomyrtus Tomentosa	Myrtaceae	28075447	rhodomyrtone	C541823	TIMP2	7077	NA	NA	INDIRECT-UPREGULATOR	NA
Rhodomyrtus Tomentosa	Myrtaceae	28075447	rhodomyrtone	C541823	RAF1	5894	NA	NA	INHIBITOR	NA
Rhodomyrtus Tomentosa	Myrtaceae	36591929	NA	NA	IL18	29197	Neoplasms	D009369	NA	Association
Rhodomyrtus Tomentosa	Myrtaceae	28075447	rhodomyrtone	C541823	MMP9	4318	NA	NA	INHIBITOR	NA
Rhodomyrtus Tomentosa	Myrtaceae	28075447	rhodomyrtone	C541823	MMP9	4318	NA	NA	INDIRECT-UPREGULATOR	NA
Rhodomyrtus Tomentosa	Myrtaceae	28075447	rhodomyrtone	C541823	TIMP1	7076	NA	NA	INDIRECT-UPREGULATOR	NA
Rhodomyrtus Tomentosa	Myrtaceae	28075447	rhodomyrtone	C541823	PTK2	5747	Neoplasm Metastasis	D009362	INHIBITOR	Association
Rhodomyrtus Tomentosa	Myrtaceae	28075447	rhodomyrtone	C541823	PTK2B	2185	NA	NA	INHIBITOR	NA
Rhodomyrtus Tomentosa	Myrtaceae	28075447	rhodomyrtone	C541823	MAPK1	5594	Neoplasm Metastasis	D009362	INHIBITOR	Association
Rhodomyrtus Tomentosa	Myrtaceae	28075447	rhodomyrtone	C541823	MMP2	4313	NA	NA	INHIBITOR	NA
Rhodomyrtus Tomentosa	Myrtaceae	28075447	rhodomyrtone	C541823	MMP2	4313	NA	NA	INDIRECT-UPREGULATOR	NA
Rhodomyrtus Tomentosa	Myrtaceae	28075447	rhodomyrtone	C541823	NFKB1	4790	Neoplasm Metastasis	D009362	INHIBITOR	Association
Rhodomyrtus Tomentosa	Myrtaceae	36591929	NA	NA	PDGFB	24628	Neoplasms	D009369	NA	Association
Rhodomyrtus Tomentosa	Myrtaceae	28075447	rhodomyrtone	C541823	AKT1	207	Neoplasm Metastasis	D009362	INHIBITOR	Association
Rhynchosia Minima	Fabaceae	26256325	NA	NA	PRM3	58531	Carcinoma, Hepatocellular	D006528	NA	Association
Rhynchosia Minima	Fabaceae	26256325	NA	NA	PRM3	58531	Lung Neoplasms	D008175	NA	Association
Rhynchosia Minima	Fabaceae	26256325	NA	NA	PRM1	5619	Carcinoma, Hepatocellular	D006528	NA	Association
Rhynchosia Minima	Fabaceae	26256325	NA	NA	PRM1	5619	Lung Neoplasms	D008175	NA	Association
Ricinus Communis	Euphorbiaceae	22821367	NA	NA	GFAP	24387	Glioma	D005910	NA	Association
Ricinus Communis	Euphorbiaceae	22821367	NA	NA	GFAP	24387	Astrocytoma	D001254	NA	Association
Ricinus Communis	Euphorbiaceae	22821367	NA	NA	GFAP	24387	Granular Cell Tumor	D016586	NA	Association
Ricinus Communis	Euphorbiaceae	22821367	NA	NA	GFAP	24387	Neoplasms	D009369	NA	Association
Ricinus Communis	Euphorbiaceae	25848723	NA	NA	POTEF	728378	Triple Negative Breast Neoplasms	D064726	NA	Association
Ricinus Communis	Euphorbiaceae	35849510	NA	NA	LOC8261245	8261245	Neoplasms	D009369	NA	Association
Ricinus Communis	Euphorbiaceae	27034286	NA	NA	SERPINA1	5265	Carcinoma, Hepatocellular	D006528	NA	Association
Ricinus Communis	Euphorbiaceae	31547586	NA	NA	ERBB2	13866	Stomach Neoplasms	D013274	NA	Association
Ricinus Communis	Euphorbiaceae	31547586	NA	NA	ERBB2	13866	Neoplasms	D009369	NA	Association
Ricinus Communis	Euphorbiaceae	22821367	NA	NA	OLIG2	304103	Granular Cell Tumor	D016586	NA	Association
Ricinus Communis	Euphorbiaceae	22821367	NA	NA	OLIG2	304103	Glioma	D005910	NA	Association
Ricinus Communis	Euphorbiaceae	22821367	NA	NA	OLIG2	304103	Oligodendroglioma	D009837	NA	Association
Ricinus Communis	Euphorbiaceae	22821367	NA	NA	OLIG2	304103	Neoplasms	D009369	NA	Association
Ricinus Communis	Euphorbiaceae	22821367	NA	NA	OLIG2	304103	Brain Neoplasms	D001932	NA	Association
Ricinus Communis	Euphorbiaceae	22821367	NA	NA	OLIG2	304103	Astrocytoma	D001254	NA	Association
Ricinus Communis	Euphorbiaceae	22821367	NA	NA	S100B	25742	Granular Cell Tumor	D016586	NA	Association
Ricinus Communis	Euphorbiaceae	22821367	NA	NA	S100B	25742	Neoplasms	D009369	NA	Association
Ricinus Communis	Euphorbiaceae	22821367	NA	NA	S100B	25742	Glioma	D005910	NA	Association
Ricinus Communis	Euphorbiaceae	22821367	NA	NA	S100B	25742	Astrocytoma	D001254	NA	Association
Ricinus Communis	Euphorbiaceae	22821367	NA	NA	PCNA	25737	Granular Cell Tumor	D016586	NA	Association
Ricinus Communis	Euphorbiaceae	22821367	NA	NA	PCNA	25737	Glioma	D005910	NA	Association
Ricinus Communis	Euphorbiaceae	22821367	NA	NA	PCNA	25737	Astrocytoma	D001254	NA	Association
Ricinus Communis	Euphorbiaceae	22821367	NA	NA	AIF1	29427	Granular Cell Tumor	D016586	NA	Association
Ricinus Communis	Euphorbiaceae	22821367	NA	NA	AIF1	29427	Glioma	D005910	NA	Association
Ricinus Communis	Euphorbiaceae	22821367	NA	NA	AIF1	29427	Neoplasms	D009369	NA	Association
Ricinus Communis	Euphorbiaceae	22821367	NA	NA	AIF1	29427	Astrocytoma	D001254	NA	Association
Ricinus Communis	Euphorbiaceae	22821367	NA	NA	GLUL	24957	Astrocytoma	D001254	NA	Association
Ricinus Communis	Euphorbiaceae	22821367	NA	NA	GLUL	24957	Neoplasms	D009369	NA	Association
Ricinus Communis	Euphorbiaceae	22821367	NA	NA	GLUL	24957	Glioma	D005910	NA	Association
Ricinus Communis	Euphorbiaceae	22821367	NA	NA	GLUL	24957	Granular Cell Tumor	D016586	NA	Association
Ricinus Communis	Euphorbiaceae	27034286	NA	NA	HP	3240	Carcinoma, Hepatocellular	D006528	NA	Association
Rubia Cordifolia	Rubiaceae	37677963	mollugin	C046245	IGF2BP3	10643	Colorectal Neoplasms	D015179	INHIBITOR	Association
Rubia Cordifolia	Rubiaceae	28933726	mollugin	C046245	MYC	4609	NA	NA	INDIRECT-DOWNREGULATOR	NA
Rubia Cordifolia	Rubiaceae	23738323	mollugin	C046245	HMOX1	3162	Mouth Neoplasms	D009062	INDIRECT-UPREGULATOR	Association
